Date,AAPL,AMZN,GOOGL,MSFT,NVDA
2019-02-08,40.60607147216797,79.41100311279297,54.63454055786133,98.43145751953125,3.6689560413360596
2019-02-11,40.372554779052734,79.55000305175781,54.62165451049805,98.04022216796875,3.6263654232025146
2019-02-12,40.720455169677734,81.90049743652344,55.88346862792969,99.56788635253906,3.74324107170105
2019-02-13,40.55126953125,82.0,55.93551254272461,99.49336242675781,3.785583257675171
2019-02-14,40.699012756347656,81.13249969482422,55.9637565612793,99.57720184326172,3.8264410495758057
2019-02-15,40.608463287353516,80.39749908447266,55.48945999145508,100.8067855834961,3.8960211277008057
2019-02-19,40.72997283935547,81.37899780273438,55.8304443359375,100.76020050048828,3.878687858581543
2019-02-20,40.99209976196289,81.1050033569336,55.53703308105469,100.236328125,3.92598295211792
2019-02-21,40.760963439941406,80.97200012207031,54.72523498535156,102.35050964355469,3.857145071029663
2019-02-22,41.216094970703125,81.5780029296875,55.337310791015625,103.80985260009766,3.9418303966522217
2019-02-25,41.51632308959961,81.6500015258789,55.37546920776367,104.38985443115234,3.9294490814208984
2019-02-26,41.540157318115234,81.81999969482422,55.60740661621094,105.11016082763672,3.8900787830352783
2019-02-27,41.66883850097656,82.05449676513672,55.651031494140625,104.93243408203125,3.8482320308685303
2019-02-28,41.258975982666016,81.99150085449219,55.832420349121094,104.80145263671875,3.8236913681030273
2019-03-01,41.69265365600586,83.58650207519531,56.9212646484375,105.26919555664062,3.877976894378662
2019-03-04,41.90235137939453,84.80850219726562,57.16410827636719,105.01660919189453,3.8861563205718994
2019-03-05,41.82609939575195,84.62149810791016,57.945682525634766,104.49275970458984,3.879711151123047
2019-03-06,41.585426330566406,83.44750213623047,57.73505783081055,104.5395278930664,3.7689108848571777
2019-03-07,41.10409927368164,81.29750061035156,57.0367431640625,103.26727294921875,3.6997547149658203
2019-03-08,41.201786041259766,81.04000091552734,56.993133544921875,103.37954711914062,3.733962059020996
2019-03-11,42.62912368774414,83.53099822998047,58.44475555419922,105.54985046386719,3.9942290782928467
2019-03-12,43.108070373535156,83.65499877929688,59.33634567260742,106.28887176513672,4.028435707092285
2019-03-13,43.29869079589844,84.54049682617188,59.426055908203125,107.11210632324219,4.179638385772705
2019-03-14,43.780029296875,84.31099700927734,59.10242462158203,107.19628143310547,4.103787899017334
2019-03-15,44.34952926635742,85.61799621582031,58.991905212402344,108.43114471435547,4.209135055541992
2019-03-18,44.802268981933594,87.10749816894531,58.905174255371094,109.98399353027344,4.1878180503845215
2019-03-19,44.447227478027344,88.09249877929688,59.59456253051758,110.05884552001953,4.355379581451416
2019-03-20,44.835628509521484,89.8635025024414,60.78252029418945,109.93721771240234,4.322909355163574
2019-03-21,46.4869384765625,90.96299743652344,61.26326370239258,112.46300506591797,4.559378623962402
2019-03-22,45.524269104003906,88.2385025024414,59.851776123046875,109.49754333496094,4.399749279022217
2019-03-25,44.973838806152344,88.71299743652344,59.34279251098633,110.06818389892578,4.307539463043213
2019-03-26,44.509178161621094,89.18800354003906,58.96910858154297,110.30205535888672,4.3841328620910645
2019-03-27,44.90950012207031,88.28500366210938,58.382808685302734,109.2356185913086,4.374961853027344
2019-03-28,44.96907424926758,88.6709976196289,58.098331451416016,109.38528442382812,4.393551826477051
2019-03-29,45.26216125488281,89.0374984741211,58.327301025390625,110.33013153076172,4.450809955596924
2019-04-01,45.56953811645508,90.70950317382812,59.42208480834961,111.3404312133789,4.518232822418213
2019-04-02,46.231971740722656,90.6989974975586,59.74720764160156,111.49948120117188,4.536079406738281
2019-04-03,46.54889678955078,91.03500366210938,60.008384704589844,112.2291488647461,4.675384044647217
2019-04-04,46.62992858886719,90.94300079345703,60.43659591674805,111.65850830078125,4.666460990905762
2019-04-05,46.94206237792969,91.86399841308594,60.04011154174805,112.154296875,4.733138561248779
2019-04-08,47.68075180053711,92.49299621582031,59.88300323486328,112.19170379638672,4.7539591789245605
2019-04-09,47.537776947021484,91.79199981689453,59.605960845947266,111.58367919921875,4.691247940063477
2019-04-10,47.804649353027344,92.36650085449219,59.79230499267578,112.43494415283203,4.761643886566162
2019-04-11,47.406707763671875,92.20349884033203,59.94792938232422,112.56592559814453,4.747763633728027
2019-04-12,47.387657165527344,92.15299987792969,60.59915542602539,113.14591217041016,4.709837436676025
2019-04-15,47.47343826293945,92.24349975585938,60.78748321533203,113.23944091796875,4.578217506408691
2019-04-16,47.47821044921875,93.1520004272461,61.05411148071289,112.97753143310547,4.665221691131592
2019-04-17,48.40274429321289,93.24099731445312,61.46200180053711,113.91299438476562,4.642416954040527
2019-04-18,48.576698303222656,93.08450317382812,61.52791976928711,115.40977478027344,4.61787748336792
2019-04-22,48.73634719848633,94.3655014038086,62.13701248168945,115.77459716796875,4.671666145324707
2019-04-23,49.439292907714844,96.1884994506836,62.97112274169922,117.34619903564453,4.726197719573975
2019-04-24,49.363037109375,95.0875015258789,62.448753356933594,116.94395446777344,4.73859167098999
2019-04-25,48.91505432128906,95.11250305175781,62.81004333496094,120.81683349609375,4.632997512817383
2019-04-26,48.681549072265625,97.53150177001953,63.30961608886719,121.50907135009766,4.414373874664307
2019-04-29,48.75541305541992,96.92150115966797,64.24036407470703,121.39682006835938,4.4451093673706055
2019-04-30,47.81657028198242,96.32599639892578,59.42110824584961,122.17325592041016,4.486504077911377
2019-05-01,50.163673400878906,95.57599639892578,58.150360107421875,119.6287841796875,4.473367214202881
2019-05-02,49.837215423583984,95.04100036621094,57.81285858154297,118.06653594970703,4.540790557861328
2019-05-03,50.45675277709961,98.12300109863281,58.954734802246094,120.58295440673828,4.536325931549072
2019-05-06,49.67757034301758,97.52749633789062,59.14852523803711,119.88134765625,4.4579997062683105
2019-05-07,48.338409423828125,96.05000305175781,58.424930572509766,117.42105102539062,4.290933132171631
2019-05-08,48.34794235229492,95.88849639892578,58.02448654174805,117.41168975830078,4.311009407043457
2019-05-09,47.82848358154297,94.99349975585938,57.885215759277344,117.40234375,4.218553066253662
2019-05-10,47.16588592529297,94.4990005493164,57.868865966796875,118.92713928222656,4.184595108032227
2019-05-13,44.42464065551758,91.13400268554688,56.33000946044922,115.39103698730469,3.927550792694092
2019-05-14,45.127899169921875,92.00599670410156,55.7486572265625,116.6820068359375,4.016537189483643
2019-05-15,45.66849136352539,93.55750274658203,58.02547836303711,118.32515716552734,3.9555602073669434
2019-05-16,45.467559814453125,95.37850189208984,58.70446014404297,121.0574951171875,3.9706804752349854
2019-05-17,45.20920944213867,93.44999694824219,57.92536544799805,120.2499771118164,3.8799588680267334
2019-05-20,43.7955322265625,92.94850158691406,56.72996139526367,118.5129623413086,3.7614753246307373
2019-05-21,44.6351318359375,92.8759994506836,57.21466827392578,119.15144348144531,3.843522310256958
2019-05-22,43.72136688232422,92.98400115966797,57.2845458984375,119.8744125366211,3.772630214691162
2019-05-23,42.97507858276367,90.77400207519531,56.76366424560547,118.47541809082031,3.651667356491089
2019-05-24,42.81001663208008,91.16400146484375,56.43012619018555,118.53172302246094,3.597879648208618
2019-05-28,42.63301467895508,91.82150268554688,56.47720718383789,118.45661163330078,3.5527663230895996
2019-05-29,42.4296989440918,90.95950317382812,55.50482940673828,117.31111907958984,3.478651285171509
2019-05-30,42.64975357055664,90.81600189208984,55.57767868041992,118.05286407470703,3.4521000385284424
2019-05-31,41.877140045166016,88.75350189208984,54.8387336730957,116.12804412841797,3.3615224361419678
2019-06-03,41.4537467956543,84.6344985961914,51.48051452636719,112.52252960205078,3.3198330402374268
2019-06-04,42.97029113769531,86.47799682617188,52.26108169555664,115.63980102539062,3.5486323833465576
2019-06-05,43.663978576660156,86.92500305175781,51.77292251586914,118.14675903320312,3.505948781967163
2019-06-06,44.30503845214844,87.71800231933594,51.92754364013672,120.01526641845703,3.567988395690918
2019-06-07,45.48430252075195,90.20149993896484,52.94899368286133,123.37664031982422,3.6106717586517334
2019-06-10,46.06555938720703,93.03150177001953,53.66216278076172,124.50336456298828,3.6833813190460205
2019-06-11,46.59898376464844,93.18499755859375,53.5769157409668,124.03392791748047,3.740952730178833
2019-06-12,46.450679779052734,92.76599884033203,53.480777740478516,123.46115112304688,3.628041982650757
2019-06-13,46.441104888916016,93.51499938964844,54.071041107177734,124.24048614501953,3.6791622638702393
2019-06-14,46.10383605957031,93.4834976196289,53.83760452270508,124.36253356933594,3.5893301963806152
2019-06-17,46.378910064697266,94.30149841308594,54.21377182006836,124.73812866210938,3.599008321762085
2019-06-18,47.46968460083008,95.06849670410156,54.77629470825195,126.90704345703125,3.7938106060028076
2019-06-19,47.330936431884766,95.43949890136719,54.7401008605957,127.40469360351562,3.799766778945923
2019-06-20,47.71127700805664,95.90950012207031,55.17079162597656,128.58775329589844,3.8240857124328613
2019-06-21,47.548614501953125,95.56500244140625,55.77394104003906,128.60655212402344,3.7660164833068848
2019-06-24,47.50077438354492,95.69499969482422,55.3442497253418,129.36709594726562,3.788351058959961
2019-06-25,46.78078079223633,93.91349792480469,53.90104675292969,125.28268432617188,3.759068489074707
2019-06-26,47.792606353759766,94.8915023803711,53.541236877441406,125.75218200683594,3.952134132385254
2019-06-27,47.77825164794922,95.21399688720703,53.35835647583008,125.95875549316406,4.050652027130127
2019-06-28,47.34290313720703,94.68150329589844,53.66415023803711,125.78034973144531,4.075468063354492
2019-07-01,48.21121597290039,96.1094970703125,54.51659393310547,127.39529418945312,4.123610973358154
2019-07-02,48.49345779418945,96.71549987792969,55.141056060791016,128.24037170410156,4.025835990905762
2019-07-03,48.89532470703125,96.94999694824219,55.655982971191406,129.06658935546875,4.038741111755371
2019-07-05,48.852272033691406,97.14550018310547,56.13573455810547,128.69102478027344,3.976205587387085
2019-07-08,47.845237731933594,97.61599731445312,55.34870910644531,128.59718322753906,3.901262044906616
2019-07-09,48.137062072753906,99.41500091552734,55.720420837402344,128.12771606445312,3.9037437438964844
2019-07-10,48.613067626953125,100.87049865722656,56.544105529785156,129.43283081054688,3.9719865322113037
2019-07-11,48.25905227661133,100.05349731445312,56.70122146606445,129.94921875,4.126339912414551
2019-07-12,48.62981414794922,100.55000305175781,56.76366424560547,130.418701171875,4.15934419631958
2019-07-15,49.08669662475586,101.04949951171875,57.019893646240234,130.418701171875,4.150907516479492
2019-07-16,48.91685485839844,100.49500274658203,57.166099548339844,128.70980834960938,4.14619255065918
2019-07-17,48.64178466796875,99.60150146484375,56.83305358886719,127.94927978515625,4.211458206176758
2019-07-18,49.19432830810547,98.8949966430664,56.857826232910156,128.09011840820312,4.22312068939209
2019-07-19,48.459983825683594,98.22599792480469,56.080223083496094,128.2778778076172,4.179940223693848
2019-07-22,49.56748580932617,99.28150177001953,56.459861755371094,129.97738647460938,4.251410007476807
2019-07-23,49.954994201660156,99.72450256347656,56.89796829223633,130.7848663330078,4.359111309051514
2019-07-24,49.914329528808594,100.04049682617188,56.485633850097656,132.12754821777344,4.433557033538818
2019-07-25,49.519649505615234,98.69100189208984,56.29779815673828,131.62989807128906,4.302530288696289
2019-07-26,49.691864013671875,97.15249633789062,61.713775634765625,132.70973205566406,4.34446907043457
2019-07-29,50.15593338012695,95.62249755859375,61.54624938964844,132.41864013671875,4.338265419006348
2019-07-30,49.94064712524414,94.92649841308594,60.86033630371094,131.7801971435547,4.353899002075195
2019-07-31,50.95964431762695,93.33899688720703,60.3746452331543,127.94927978515625,4.186889171600342
2019-08-01,49.85691452026367,92.76599884033203,60.05646896362305,129.62998962402344,4.09259033203125
2019-08-02,48.802032470703125,91.16200256347656,59.29026412963867,128.54083251953125,4.000028133392334
2019-08-05,46.247352600097656,88.25650024414062,57.23002243041992,124.13721466064453,3.741945505142212
2019-08-06,47.12284469604492,89.3915023803711,58.03935623168945,126.46576690673828,3.780658721923828
2019-08-07,47.61081314086914,89.66999816894531,58.278724670410156,127.01972198486328,3.8188743591308594
2019-08-08,48.66091537475586,91.64450073242188,59.779422760009766,130.40931701660156,3.927318572998047
2019-08-09,48.259910583496094,90.37899780273438,58.92251968383789,129.30136108398438,3.826071262359619
2019-08-12,48.13746643066406,89.24600219726562,58.2088508605957,127.49861145019531,3.758324146270752
2019-08-13,50.176002502441406,91.21700286865234,59.310577392578125,130.13705444335938,3.872476100921631
2019-08-14,48.68251419067383,88.14800262451172,57.70085906982422,126.21802520751953,3.724078893661499
2019-08-15,48.44001007080078,88.80599975585938,57.95212936401367,125.93539428710938,3.6918184757232666
2019-08-16,49.58293533325195,89.62850189208984,58.44227981567383,128.2434539794922,3.9595787525177
2019-08-19,50.507362365722656,90.80599975585938,59.49444580078125,130.39138793945312,4.238009452819824
2019-08-20,50.509761810302734,90.06900024414062,58.65637969970703,129.30801391601562,4.165796279907227
2019-08-21,51.05721664428711,91.177001953125,59.05534362792969,130.7493438720703,4.249176979064941
2019-08-22,51.01399612426758,90.23300170898438,59.0523681640625,129.7978515625,4.255381107330322
2019-08-23,48.656105041503906,87.48100280761719,57.17205047607422,125.66219329833984,4.031047344207764
2019-08-26,49.58053207397461,88.44349670410156,58.044307708740234,127.60285186767578,4.105742931365967
2019-08-27,49.021080017089844,88.09149932861328,58.026466369628906,127.87605285644531,4.015166759490967
2019-08-28,49.35001754760742,88.2125015258789,58.17167663574219,127.70651245117188,4.004732608795166
2019-08-29,50.18561553955078,89.31999969482422,59.187171936035156,130.11814880371094,4.148309230804443
2019-08-30,50.120784759521484,88.81449890136719,59.00331115722656,129.8732452392578,4.1609787940979
2019-09-03,49.39084243774414,89.49199676513672,57.96352767944336,128.1586456298828,4.078012466430664
2019-09-04,50.22883224487305,90.03099822998047,58.59393310546875,129.65658569335938,4.192028522491455
2019-09-05,51.21089172363281,92.03600311279297,60.076786041259766,131.93638610839844,4.464773654937744
2019-09-06,51.206085205078125,91.67549896240234,59.785865783691406,131.04141235351562,4.4376983642578125
2019-09-09,51.42458724975586,91.56749725341797,59.733829498291016,129.5529327392578,4.483651161193848
2019-09-10,52.03205490112305,91.02749633789062,59.7551383972168,128.1963348388672,4.5502238273620605
2019-09-11,53.68642807006836,91.14949798583984,60.46385192871094,128.23402404785156,4.578790187835693
2019-09-12,53.566368103027344,92.17749786376953,61.205772399902344,129.5529327392578,4.57729959487915
2019-09-13,52.5242919921875,91.96700286865234,61.4565544128418,129.364501953125,4.519420623779297
2019-09-16,52.8004150390625,90.39199829101562,61.04024887084961,128.431884765625,4.476447105407715
2019-09-17,52.992515563964844,91.12750244140625,60.95351028442383,129.4304656982422,4.497810363769531
2019-09-18,53.48954391479492,90.87300109863281,61.090797424316406,130.49502563476562,4.470734119415283
2019-09-19,53.054931640625,91.07499694824219,61.39311599731445,132.8972930908203,4.39522123336792
2019-09-20,52.27937698364258,89.70800018310547,60.9515266418457,131.36172485351562,4.289649486541748
2019-09-23,52.51709747314453,89.26499938964844,61.191898345947266,131.07908630371094,4.343057155609131
2019-09-24,52.26737976074219,87.08049774169922,60.38108825683594,129.42111206054688,4.285676002502441
2019-09-25,53.07175064086914,88.41649627685547,61.749454498291016,131.28634643554688,4.427264213562012
2019-09-26,52.79801940917969,86.99199676513672,61.56855773925781,131.45591735839844,4.405157566070557
2019-09-27,52.54109573364258,86.27249908447266,60.75873947143555,129.7507781982422,4.266549110412598
2019-09-30,53.77766418457031,86.79550170898438,60.520355224609375,130.97547912597656,4.323930263519287
2019-10-01,53.926544189453125,86.78250122070312,59.77000045776367,129.12901306152344,4.32219123840332
2019-10-02,52.5747184753418,85.6614990234375,58.37834930419922,126.84917449951172,4.298343658447266
2019-10-03,53.02131652832031,86.22100067138672,58.948787689208984,128.38479614257812,4.503772735595703
2019-10-04,54.50761032104492,86.98249816894531,60.015830993652344,130.11814880371094,4.520165920257568
2019-10-07,54.51962661743164,86.63300323486328,59.88151931762695,129.17611694335938,4.578790187835693
2019-10-08,53.88091278076172,85.27549743652344,58.983482360839844,127.81010437011719,4.402425289154053
2019-10-09,54.512413024902344,86.09950256347656,59.591583251953125,130.23123168945312,4.488867282867432
2019-10-10,55.24715805053711,86.01300048828125,59.941978454589844,131.04141235351562,4.546497821807861
2019-10-11,56.716644287109375,86.59600067138672,60.25123977661133,131.5877685546875,4.620025157928467
2019-10-14,56.63499450683594,86.82150268554688,60.353336334228516,131.46530151367188,4.6334381103515625
2019-10-15,56.502933502197266,88.36900329589844,61.566078186035156,133.36831665039062,4.877864837646484
2019-10-16,56.27482223510742,88.87149810791016,61.60375213623047,132.27549743652344,4.824209213256836
2019-10-17,56.49332809448242,89.3740005493164,62.08944320678711,131.5972137451172,4.826198101043701
2019-10-18,56.764652252197266,87.87550354003906,61.67362976074219,129.44931030273438,4.731805801391602
2019-10-21,57.74909973144531,89.28299713134766,61.66718673706055,130.41021728515625,4.868922710418701
2019-10-22,57.61705017089844,88.2864990234375,61.51453399658203,128.4695587158203,4.8589863777160645
2019-10-23,58.39020538330078,88.1084976196289,62.32881546020508,129.28912353515625,4.846070766448975
2019-10-24,58.48625183105469,89.03900146484375,62.40216827392578,131.83273315429688,4.890036582946777
2019-10-25,59.206581115722656,88.06649780273438,62.659385681152344,132.57691955566406,5.080811023712158
2019-10-28,59.7996711730957,88.85399627685547,63.882537841796875,135.83653259277344,5.1367011070251465
2019-10-29,58.41661834716797,88.135498046875,62.478981018066406,134.55532836914062,5.040567874908447
2019-10-30,58.4094123840332,88.99949645996094,62.4809684753418,136.23219299316406,5.0425543785095215
2019-10-31,59.73002243041992,88.83300018310547,62.38679885864258,135.0640411376953,4.993371963500977
2019-11-01,61.42522048950195,89.5719985961914,63.05339050292969,135.39376831054688,5.032371520996094
2019-11-04,61.82861328125,90.23300170898438,63.91376495361328,136.1757049560547,5.228857040405273
2019-11-05,61.739749908447266,90.08550262451172,64.00444793701172,136.09088134765625,5.206750869750977
2019-11-06,61.76616668701172,89.78849792480469,63.983158111572266,135.7140655517578,5.157564640045166
2019-11-07,62.479026794433594,89.41000366210938,64.77265167236328,135.9024200439453,5.175200939178467
2019-11-08,62.6500244140625,89.29399871826172,64.8747329711914,137.50396728515625,5.16129207611084
2019-11-11,63.14613342285156,88.5824966430664,64.34344482421875,137.64529418945312,5.171228408813477
2019-11-12,63.08833312988281,88.9000015258789,64.29042053222656,138.54969787597656,5.206750869750977
2019-11-13,63.69282531738281,87.65550231933594,64.23937225341797,138.7757568359375,5.180914402008057
2019-11-14,63.25210952758789,87.7300033569336,64.88216400146484,139.4822998046875,5.211221218109131
2019-11-15,64.00350952148438,86.97450256347656,66.09095764160156,141.2816619873047,5.072116851806641
2019-11-18,64.32622528076172,87.62650299072266,65.41197204589844,141.63023376464844,5.273072719573975
2019-11-19,64.13111114501953,87.6395034790039,65.05267333984375,141.6773223876953,5.166508674621582
2019-11-20,63.384559631347656,87.27649688720703,64.52088165283203,141.43154907226562,5.2457499504089355
2019-11-21,63.10038375854492,86.7354965209961,64.43563079833984,141.29920959472656,5.220906734466553
2019-11-22,63.04497528076172,87.28600311279297,64.11498260498047,141.40321350097656,5.238544940948486
2019-11-25,64.15039825439453,88.69200134277344,64.70822143554688,142.95347595214844,5.494894027709961
2019-11-26,63.649471282958984,89.84700012207031,65.07299041748047,143.7096710205078,5.390318393707275
2019-11-27,64.50444030761719,90.92549896240234,65.02986907958984,143.98382568359375,5.425118923187256
2019-11-29,64.36234283447266,90.04000091552734,64.63140106201172,143.09524536132812,5.387832164764404
2019-12-02,63.6181640625,89.08000183105469,63.876590728759766,141.36544799804688,5.201642036437988
2019-12-03,62.48385238647461,88.49800109863281,64.16800689697266,141.13851928710938,5.1621174812316895
2019-12-04,63.03535842895508,88.03450012207031,65.36737823486328,141.6489715576172,5.205868244171143
2019-12-05,63.960140228271484,87.02400207519531,65.76484680175781,141.72457885742188,5.188963413238525
2019-12-06,65.19560241699219,87.58000183105469,66.38088989257812,143.4449920654297,5.274229526519775
2019-12-09,64.28287506103516,87.47550201416016,66.5593032836914,143.0763397216797,5.274229526519775
2019-12-10,64.6585464477539,86.96050262451172,66.5543441772461,142.85894775390625,5.319222927093506
2019-12-11,65.21007537841797,87.43599700927734,66.62175750732422,143.397705078125,5.402746677398682
2019-12-12,65.37626647949219,88.0165023803711,66.8318862915039,144.85345458984375,5.570044994354248
2019-12-13,66.2649154663086,88.0469970703125,66.7515869140625,146.07281494140625,5.568056583404541
2019-12-16,67.3991928100586,88.46050262451172,67.4370346069336,147.01808166503906,5.596892356872559
2019-12-17,67.53168487548828,89.53299713134766,67.14906311035156,146.2240753173828,5.674947261810303
2019-12-18,67.37032318115234,89.20149993896484,67.00138854980469,145.92161560058594,5.705275535583496
2019-12-19,67.43775939941406,89.61399841308594,67.22589111328125,147.18829345703125,5.853183269500732
2019-12-20,67.29806518554688,89.32499694824219,66.96719360351562,148.7952423095703,5.950380325317383
2019-12-23,68.39627075195312,89.6500015258789,66.93795013427734,148.7952423095703,5.936707973480225
2019-12-24,68.46129608154297,89.46050262451172,66.63066864013672,148.76687622070312,5.931737422943115
2019-12-26,69.81958770751953,93.4384994506836,67.52473449707031,149.98626708984375,5.945907115936279
2019-12-27,69.79309844970703,93.48999786376953,67.13668060302734,150.26039123535156,5.888233184814453
2019-12-30,70.20734405517578,92.34449768066406,66.39674377441406,148.96534729003906,5.77512788772583
2019-12-31,70.72029113769531,92.39199829101562,66.38088989257812,149.06935119628906,5.84920597076416
2020-01-02,72.33387756347656,94.90049743652344,67.83251953125,151.8295440673828,5.963803768157959
2020-01-03,71.6306381225586,93.74849700927734,67.47766876220703,149.93896484375,5.868346691131592
2020-01-06,72.20140075683594,95.14399719238281,69.27621459960938,150.32656860351562,5.892956256866455
2020-01-07,71.86185455322266,95.34300231933594,69.14240264892578,148.95594787597656,5.964301586151123
2020-01-08,73.01783752441406,94.59850311279297,69.63452911376953,151.32855224609375,5.975486755371094
2020-01-09,74.56880950927734,95.05249786376953,70.36556243896484,153.2191162109375,6.041114330291748
2020-01-10,74.73737335205078,94.15799713134766,70.82003021240234,152.5101776123047,6.073429107666016
2020-01-13,76.33409881591797,94.56500244140625,71.36865997314453,154.34396362304688,6.263845443725586
2020-01-14,75.30333709716797,93.47200012207031,70.90081024169922,153.25686645507812,6.147010803222656
2020-01-15,74.98062896728516,93.10099792480469,71.32752227783203,154.24940490722656,6.104503631591797
2020-01-16,75.91984558105469,93.89700317382812,71.87071228027344,157.07583618164062,6.188027381896973
2020-01-17,76.76038360595703,93.23600006103516,73.3258056640625,157.95497131347656,6.196727275848389
2020-01-21,76.24018096923828,94.5999984741211,73.46110534667969,157.3877410888672,6.163417339324951
2020-01-22,76.5123062133789,94.37300109863281,73.54138946533203,156.6315460205078,6.217360019683838
2020-01-23,76.88079071044922,94.22899627685547,73.58202362060547,157.59573364257812,6.285720348358154
2020-01-24,76.65921020507812,93.08200073242188,72.6641845703125,156.0076141357422,6.226557731628418
2020-01-27,74.40503692626953,91.41699981689453,70.95730590820312,153.398681640625,5.971014022827148
2020-01-28,76.50991821289062,92.6624984741211,71.88756561279297,156.40464782714844,6.164164066314697
2020-01-29,78.1114273071289,92.9000015258789,72.19483184814453,158.8434295654297,6.103758335113525
2020-01-30,77.99824523925781,93.53399658203125,72.07341766357422,163.32406616210938,6.110467910766602
2020-01-31,74.53990936279297,100.43599700927734,71.00933074951172,160.9136199951172,5.877295017242432
2020-02-03,74.33518981933594,100.20999908447266,73.47845458984375,164.83653259277344,5.974244117736816
2020-02-04,76.78926849365234,102.4834976196289,71.63528442382812,170.2623291015625,6.143281936645508
2020-02-05,77.41543579101562,101.99349975585938,71.6670150756836,170.0543975830078,6.233518600463867
2020-02-06,78.3209457397461,102.5114974975586,73.14986419677734,173.58026123046875,6.3202738761901855
2020-02-07,77.25635528564453,103.96399688720703,73.30547332763672,173.82603454589844,6.254151344299316
2020-02-10,77.6232681274414,106.69550323486328,74.7699966430664,178.37277221679688,6.5370402336120605
2020-02-11,77.15496826171875,107.54000091552734,74.8393783569336,174.34591674804688,6.65934419631958
2020-02-12,78.98724365234375,108.0,75.26412963867188,174.6011199951172,6.774935245513916
2020-02-13,78.42476654052734,107.49349975585938,75.00440979003906,173.65585327148438,6.731186389923096
2020-02-14,78.44406127929688,106.74349975585938,75.26907348632812,175.20611572265625,7.203746318817139
2020-02-18,77.0077133178711,107.78350067138672,75.30426025390625,176.9832305908203,7.37228536605835
2020-02-19,78.12300872802734,108.51100158691406,75.57337188720703,177.5140380859375,7.822970390319824
2020-02-20,77.32154083251953,107.65499877929688,75.1828384399414,174.80319213867188,7.673820495605469
2020-02-21,75.57136535644531,104.79850006103516,73.52106475830078,169.27719116210938,7.310139179229736
2020-02-24,71.98169708251953,100.4645004272461,70.3690185546875,161.9787139892578,6.793332099914551
2020-02-25,69.54350280761719,98.63700103759766,68.70675659179688,159.30577087402344,6.5141706466674805
2020-02-26,70.646728515625,98.97949981689453,68.91244506835938,161.29629516601562,6.653378486633301
2020-02-27,66.02867126464844,94.21499633789062,65.16962432861328,149.9314727783203,6.283014297485352
2020-02-28,65.99005889892578,94.1875,66.37395477294922,153.56173706054688,6.7175517082214355
2020-03-02,72.13377380371094,97.69750213623047,68.70675659179688,163.77964782714844,6.875746250152588
2020-03-03,69.84288024902344,95.44950103759766,66.29812622070312,155.93141174316406,6.613582134246826
2020-03-04,73.08248901367188,98.79149627685547,68.47283935546875,161.6564483642578,7.076724052429199
2020-03-05,70.71190643310547,96.20149993896484,65.16020965576172,157.59963989257812,6.797643661499023
